,sentence_id,sentence,category,sentiment
1457,352:00:00,So far so good with this laptop.,LAPTOP#GENERAL,positive
1458,352:01:00,"Fan vents to the side, so no cooling pad needed, great feature!",FANS_COOLING#DESIGN_FEATURES,positive
1459,352:02:00,Screen is crystal clear and the system is very responsive.,DISPLAY#QUALITY,positive
1460,352:02:00,Screen is crystal clear and the system is very responsive.,LAPTOP#OPERATION_PERFORMANCE,positive
1461,352:03:00,Memory is upgradable.,LAPTOP#USABILITY,positive
1462,352:04:00,The only thing I would change about it is the mouse keys.,MOUSE#QUALITY,negative
1463,352:05:00,They click.,MOUSE#QUALITY,negative
1464,352:06:00,"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!",MOUSE#QUALITY,negative
1465,352:06:00,"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!",LAPTOP#GENERAL,positive
1466,352:06:00,"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!",LAPTOP#PRICE,positive
1468,34:01:00,I HATE this one.,LAPTOP#GENERAL,negative
1469,34:02:00,Vista is a nightmare.,OS#GENERAL,negative
1470,34:03:00,No tutorials on the display.,LAPTOP#MISCELLANEOUS,negative
1471,34:04:00,The book is useless.,LAPTOP#MISCELLANEOUS,negative
1472,34:05:00,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,LAPTOP#MISCELLANEOUS,negative
1473,34:05:00,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,LAPTOP#USABILITY,negative
1475,34:07:00,Thinking about returning it,LAPTOP#GENERAL,negative
1476,29:00:00,The Macbook is a fantastic laptop.,LAPTOP#GENERAL,positive
1481,29:05:00,You will love this macbook if you choose to buy it.,LAPTOP#GENERAL,positive
1482,29:06:00,The macbook rarely requires a hard reboot.,LAPTOP#OPERATION_PERFORMANCE,positive
1483,29:07:00,It just works flawlessly!,LAPTOP#OPERATION_PERFORMANCE,positive
1484,29:08:00,Its hard to encounter a problem on a mac that would require such abrupt action.,LAPTOP#GENERAL,positive
1486,29:10:00,"I honestly love my mac, thats why I am a self proclaimed mac addict.",LAPTOP#GENERAL,positive
1487,29:10:00,"I honestly love my mac, thats why I am a self proclaimed mac addict.",COMPANY#GENERAL,positive
1489,308:00:00,This was purchased for my daughter and I was pleasantly surprised.,LAPTOP#GENERAL,positive
1491,308:02:00,It had the full sized touch pad with 2 buttons instead of just one.,MOUSE#DESIGN_FEATURES,positive
1492,308:03:00,It made the computer much easier to use and navigate.,LAPTOP#USABILITY,positive
1493,308:04:00,Keyboard was also very nice and had a solid feel.,KEYBOARD#GENERAL,positive
1494,308:04:00,Keyboard was also very nice and had a solid feel.,KEYBOARD#QUALITY,positive
1497,308:07:00,"So far, so good.",LAPTOP#GENERAL,positive
1498,217:00:00,"When I got this laptop in 2007 to help me with school, I had a hard time from beginning.",LAPTOP#GENERAL,negative
1499,217:01:00,"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.",LAPTOP#QUALITY,negative
1500,30:00:00,Quite simply this is the best laptop I have ever owned.,LAPTOP#GENERAL,positive
1504,30:04:00,"For me, five stars is not enough.",LAPTOP#GENERAL,positive
1505,58:00:00,"I love the 15"" MacBook Pro.",LAPTOP#GENERAL,positive
1506,58:01:00,"My parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it.",LAPTOP#GENERAL,positive
1507,58:02:00,It was very easy to just pick up and use--,LAPTOP#USABILITY,positive
1508,58:03:00,It did not take long to get used to the Mac OS.,OS#USABILITY,positive
1510,58:05:00,"I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",LAPTOP#DESIGN_FEATURES,positive
1511,58:05:00,"I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",DISPLAY#DESIGN_FEATURES,positive
1512,58:05:00,"I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",LAPTOP#PORTABILITY,positive
1514,58:07:00,The built-in webcam is great for Skype and similar video-chat services.,MULTIMEDIA_DEVICES#MISCELLANEOUS,positive
1515,58:08:00,"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",SOFTWARE#USABILITY,positive
1516,58:08:00,"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",SOFTWARE#MISCELLANEOUS,positive
1518,58:10:00,"All-in-all, I would definitely recommend this product for nearly everyone.",LAPTOP#GENERAL,positive
1520,82:01:00,I love it!,LAPTOP#GENERAL,positive
1522,82:03:00,They definitely have a superior product!,LAPTOP#GENERAL,positive
1523,82:03:00,They definitely have a superior product!,COMPANY#GENERAL,positive
1524,101:00:00,"Its not just slow on the internet, its slow in general.",LAPTOP#OPERATION_PERFORMANCE,negative
1525,101:00:00,"Its not just slow on the internet, its slow in general.",LAPTOP#CONNECTIVITY,negative
1526,101:01:00,No I am generous calling it slow.,LAPTOP#OPERATION_PERFORMANCE,negative
1527,101:02:00,its more like a snail crawl.,LAPTOP#OPERATION_PERFORMANCE,negative
1529,101:04:00,he can't stand it.,LAPTOP#GENERAL,negative
1530,101:05:00,I can't begin to say how disappointed I am.,LAPTOP#GENERAL,negative
1531,101:06:00,I should have spent an extra hundred bucks and got a full sized computer.,LAPTOP#GENERAL,negative
1533,315:00:00,"the key bindings take a little getting used to, but have loved the Macbook Pro.",LAPTOP#GENERAL,positive
1534,315:01:00,Delivery was early too.,SHIPPING#QUALITY,positive
1535,172:00:00,It allows me to do everything I need from a computer and more.,LAPTOP#GENERAL,positive
1536,172:01:00,"With awesome graphics and assuring security, it's perfect!",GRAPHICS#GENERAL,positive
1537,172:01:00,"With awesome graphics and assuring security, it's perfect!",LAPTOP#QUALITY,positive
1538,172:01:00,"With awesome graphics and assuring security, it's perfect!",LAPTOP#GENERAL,positive
1540,172:03:00,I'd recommend this laptop to anyone!,LAPTOP#GENERAL,positive
1541,152:00:00,The Toshiba Satellite laptop is  DESIGNED  to fail !,LAPTOP#GENERAL,negative
1542,152:01:00,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,MOTHERBOARD#QUALITY,negative
1543,152:01:00,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,POWER_SUPPLY#QUALITY,negative
1544,152:02:00,Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,SUPPORT#QUALITY,negative
1545,152:03:00,I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,SUPPORT#QUALITY,negative
1546,152:04:00,Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,SUPPORT#QUALITY,negative
1547,202:00:00,"It has far exceeded my expectations for power, storage, and abilitiy.",LAPTOP#OPERATION_PERFORMANCE,positive
1548,202:00:00,"It has far exceeded my expectations for power, storage, and abilitiy.",HARD_DISC#DESIGN_FEATURES,positive
1549,202:00:00,"It has far exceeded my expectations for power, storage, and abilitiy.",LAPTOP#USABILITY,positive
1550,202:01:00,It is easy to navigate and update programs.,LAPTOP#USABILITY,positive
1552,202:03:00,I've never had problems with viruses.,LAPTOP#QUALITY,positive
1553,202:04:00,My next laptop will also be a Mac!,COMPANY#GENERAL,positive
1554,69:00:00,I would like to tell you about the best laptop I just got from Mac.,LAPTOP#GENERAL,positive
1556,69:02:00,My mac laptop is fabulous in both areas.,LAPTOP#OPERATION_PERFORMANCE,positive
1557,69:02:00,My mac laptop is fabulous in both areas.,MEMORY#DESIGN_FEATURES,positive
1558,69:03:00,It gives me the power and speed that I need to run all the programs I use to edit.,LAPTOP#OPERATION_PERFORMANCE,positive
1559,69:04:00,"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.",SOFTWARE#OPERATION_PERFORMANCE,positive
1560,69:04:00,"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.",SOFTWARE#USABILITY,positive
1561,69:05:00,I would buy one of these for every person in my office if I could.,LAPTOP#GENERAL,positive
1562,69:06:00,"In my line of work, I often have to take work home, and this makes it so easy.",LAPTOP#USABILITY,positive
1563,69:07:00,"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.",KEYBOARD#DESIGN_FEATURES,positive
1564,69:07:00,"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.",KEYBOARD#USABILITY,positive
1565,69:08:00,"The apple care has never failed me, and I expect it to be the same for this computer as well.",SUPPORT#QUALITY,positive
1566,69:09:00,I will only buy apple laptops from now on.,COMPANY#GENERAL,positive
1567,56:00:00,"Great laptop for school, easy to use for beginners in the household.",LAPTOP#MISCELLANEOUS,positive
1568,56:00:00,"Great laptop for school, easy to use for beginners in the household.",LAPTOP#USABILITY,positive
1569,56:01:00,Keyboard is great but primary and secondary control buttons could be more durable.,KEYBOARD#GENERAL,positive
1570,56:01:00,Keyboard is great but primary and secondary control buttons could be more durable.,KEYBOARD#QUALITY,negative
1572,56:02:00,Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,LAPTOP#GENERAL,positive
1575,43:00:00,My MacBook Pro has been a huge disappointment.,LAPTOP#GENERAL,negative
1576,43:01:00,"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",LAPTOP#QUALITY,negative
1577,43:01:00,"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",LAPTOP#OPERATION_PERFORMANCE,negative
1578,43:02:00,"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",BATTERY#OPERATION_PERFORMANCE,negative
1579,43:02:00,"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",LAPTOP#QUALITY,negative
1580,43:02:00,"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",SOFTWARE#OPERATION_PERFORMANCE,negative
1581,43:03:00,I would not recommend this product to anyone.,LAPTOP#GENERAL,negative
1582,283:00:00,"Screen is awesome, battery life is good.",DISPLAY#GENERAL,positive
1583,283:00:00,"Screen is awesome, battery life is good.",BATTERY#OPERATION_PERFORMANCE,positive
1584,283:01:00,Really like the textured surface which shows no fingerprints.,LAPTOP#QUALITY,positive
1585,283:02:00,Good laptop for the money.,LAPTOP#GENERAL,positive
1590,166:02:00,They don't crash.,LAPTOP#OPERATION_PERFORMANCE,positive
1591,166:03:00,"If a website ever freezes (which is rare), its really easy to force quit.",LAPTOP#OPERATION_PERFORMANCE,positive
1592,166:04:00,Never been hacked.,LAPTOP#QUALITY,positive
1593,166:05:00,No viruses.,LAPTOP#QUALITY,positive
1594,166:06:00,"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",SUPPORT#QUALITY,positive
1595,166:07:00,A mac is very easy to use and it simply makes sense.,LAPTOP#USABILITY,positive
1596,166:08:00,Its also FUN to use!,LAPTOP#GENERAL,positive
1597,166:09:00,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",SOFTWARE#GENERAL,positive
1598,166:09:00,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",SOFTWARE#DESIGN_FEATURES,positive
1600,166:11:00,She said its very user friendly.,SOFTWARE#USABILITY,positive
1602,166:13:00,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",LAPTOP#GENERAL,positive
1603,166:13:00,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",LAPTOP#OPERATION_PERFORMANCE,positive
1604,166:13:00,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",LAPTOP#DESIGN_FEATURES,positive
1605,166:13:00,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",KEYBOARD#DESIGN_FEATURES,positive
1606,166:13:00,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",MOUSE#USABILITY,positive
1608,166:14:00,"I am very happy I bought this Mac, well worth the extra money.",LAPTOP#GENERAL,positive
1611,38:02:00,Now that I have it I see that I really needed this for much more.,LAPTOP#GENERAL,positive
1612,38:03:00,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",LAPTOP#OPERATION_PERFORMANCE,positive
1613,38:04:00,I have not had a problem with the applications quitting or freezing.,SOFTWARE#OPERATION_PERFORMANCE,positive
1614,38:05:00,I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,LAPTOP#OPERATION_PERFORMANCE,positive
1615,38:05:00,I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,LAPTOP#GENERAL,positive
1619,39:02:00,That was my first Apple product and since then I have been incredibly happy with every product of theirs I have bought.,COMPANY#GENERAL,positive
1620,39:03:00,My MacBook Pro is no exception.,LAPTOP#GENERAL,positive
1622,39:05:00,Since I've had this computer I've only used the trackpad because it is so nice and smooth.,MOUSE#USABILITY,positive
1623,39:05:00,Since I've had this computer I've only used the trackpad because it is so nice and smooth.,MOUSE#OPERATION_PERFORMANCE,positive
1624,39:06:00,I also like that you can scroll down in a window using two fingers on the trackpad.,MOUSE#OPERATION_PERFORMANCE,positive
1625,39:06:00,I also like that you can scroll down in a window using two fingers on the trackpad.,MOUSE#USABILITY,positive
1627,39:08:00,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",SOFTWARE#GENERAL,positive
1628,39:08:00,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",LAPTOP#OPERATION_PERFORMANCE,positive
1631,39:11:00,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,LAPTOP#GENERAL,positive
1633,39:11:00,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,LAPTOP#QUALITY,positive
1634,189:00:00,Shiny,LAPTOP#GENERAL,positive
1635,189:01:00,This Laptop is the Best of the best!,LAPTOP#GENERAL,positive
1636,189:02:00,The Awesomest of the awesomest.,LAPTOP#GENERAL,positive
1637,189:03:00,"It is so great, I can Hardly ever take my hands off it!",LAPTOP#GENERAL,positive
1638,189:04:00,My friends are in awe every time they come over!,LAPTOP#GENERAL,positive
1639,189:05:00,"I got it for Christmas, and I was so excited to set it up!",LAPTOP#GENERAL,positive
1640,189:06:00,"It is super fast, and always loads.",LAPTOP#OPERATION_PERFORMANCE,positive
1641,189:07:00,I am just amazed.,LAPTOP#GENERAL,positive
1642,189:08:00,The only bad part is the size/weight.,LAPTOP#DESIGN_FEATURES,negative
1643,189:09:00,"It's like 9 punds, but if you can look past it, it's GREAT!",LAPTOP#GENERAL,positive
1644,189:09:00,"It's like 9 punds, but if you can look past it, it's GREAT!",LAPTOP#DESIGN_FEATURES,negative
1649,189:14:00,All for such a great price.,LAPTOP#PRICE,positive
1650,189:15:00,It's color is even cool.,LAPTOP#DESIGN_FEATURES,positive
1651,189:16:00,Another Great thing is the Beast graphics.,GRAPHICS#QUALITY,positive
1652,189:17:00,They are so realistic I am just speechless.,GRAPHICS#QUALITY,positive
1653,189:18:00,"I let my friend borrow it, and she knows nothing about computers, and she used it with ease.",LAPTOP#USABILITY,positive
1654,189:19:00,The cool thing about this is anyone can use it.,LAPTOP#USABILITY,positive
1656,189:21:00,I don't know how I could ever live without my Qousmio.,LAPTOP#GENERAL,positive
1657,114:00:00,"I own a Hewlett Packard laptop and I've had man problems with it since I bought in in Feb, 201",LAPTOP#QUALITY,negative
1658,114:01:00,Ive had to call tech support many times.,LAPTOP#QUALITY,negative
1659,114:02:00,Each time taking about 1 day or so.,SUPPORT#QUALITY,negative
1661,114:04:00,I had to wait 3 weeks to get it back and it still is not working properly.,SUPPORT#QUALITY,negative
1662,114:05:00,I had to pay for the shipping!,SUPPORT#QUALITY,negative
1663,114:06:00,I will never buy anything from HP again!,COMPANY#GENERAL,negative
1665,368:01:00,The Toshiba Satellite has been more than I expected for the price.,LAPTOP#GENERAL,positive
1668,269:00:00,THis computer may be small but it is one heck of a power horse.,LAPTOP#OPERATION_PERFORMANCE,positive
1670,269:01:00,You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,LAPTOP#GENERAL,positive
1671,269:01:00,You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,LAPTOP#MISCELLANEOUS,positive
1673,269:02:00,for being so small it is amazing that it is as fast as it is.,LAPTOP#OPERATION_PERFORMANCE,positive
1675,269:04:00,but after i got used to it i love it.,LAPTOP#DESIGN_FEATURES,positive
1676,269:05:00,the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,LAPTOP#DESIGN_FEATURES,positive
1677,269:05:00,the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,LAPTOP#PORTABILITY,positive
1678,269:05:00,the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,LAPTOP#USABILITY,positive
1679,269:06:00,"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",LAPTOP#DESIGN_FEATURES,positive
1681,269:07:00,the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,LAPTOP#PORTABILITY,positive
1682,269:08:00,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,LAPTOP#GENERAL,positive
1685,246:01:00,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",LAPTOP#OPERATION_PERFORMANCE,positive
1686,246:01:00,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",LAPTOP#USABILITY,positive
1687,246:01:00,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",SOFTWARE#GENERAL,positive
1688,246:01:00,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",LAPTOP#QUALITY,positive
1689,246:02:00,"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",LAPTOP#QUALITY,positive
1691,246:04:00,"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",SUPPORT#QUALITY,positive
1692,246:05:00,"this computer will last you at least 7 years, thats an amazing life spanned an electronic.",LAPTOP#QUALITY,positive
1693,246:06:00,"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",LAPTOP#GENERAL,positive
1694,246:06:00,"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",OS#USABILITY,positive
1695,25:00:00,Not working = bad,LAPTOP#OPERATION_PERFORMANCE,negative
1696,25:01:00,"I spent 2200 dollars on a ""top of the line laptop"".",LAPTOP#PRICE,negative
1697,25:01:00,"I spent 2200 dollars on a ""top of the line laptop"".",LAPTOP#QUALITY,negative
1698,25:02:00,I got the blue screen of death the first month I got it.,LAPTOP#OPERATION_PERFORMANCE,negative
1699,25:02:00,I got the blue screen of death the first month I got it.,LAPTOP#QUALITY,negative
1700,25:03:00,"1) Payed $2200 for a ""premium"" laptop",LAPTOP#PRICE,negative
1701,25:03:00,"1) Payed $2200 for a ""premium"" laptop",LAPTOP#QUALITY,negative
1702,25:04:00,2) Blue screen first month,LAPTOP#OPERATION_PERFORMANCE,negative
1703,25:04:00,2) Blue screen first month,LAPTOP#QUALITY,negative
1704,25:05:00,3) Horrible customer support-they lost my laptop for a month-got it back 3 months later,SUPPORT#QUALITY,negative
1705,25:06:00,"4) Laptop still did not work, blue screen within a week...",SUPPORT#QUALITY,negative
1706,25:07:00,5) Cut my losses and sold it for parts,LAPTOP#GENERAL,negative
1708,25:09:00,"this company truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen...",COMPANY#GENERAL,negative
1711,256:01:00,"what an elegant, wonderful machine.",LAPTOP#DESIGN_FEATURES,positive
1712,256:01:00,"what an elegant, wonderful machine.",LAPTOP#GENERAL,positive
1713,256:02:00,"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.",LAPTOP#GENERAL,positive
1714,256:02:00,"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.",COMPANY#GENERAL,positive
1715,256:03:00,I really wish I had done this years ago.,LAPTOP#GENERAL,positive
1716,256:04:00,Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,LAPTOP#CONNECTIVITY,positive
1717,256:04:00,Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,LAPTOP#USABILITY,positive
1719,256:06:00,I love it - never had a computer I was so impressed with - and I've had a lot of laptops and desktops - this one is FAR AND ABOVE THE BEST ONE I EVER HAD BEFORE.,LAPTOP#GENERAL,positive
1720,94:00:00,"I tell everyone that I know, friends, family and enemies this is the absolute worst computer i have ever used.",LAPTOP#GENERAL,negative
1721,94:01:00,The computer blinks it shuts off at will.,LAPTOP#OPERATION_PERFORMANCE,negative
1722,94:02:00,The letter A stopped working after the first week.,KEYBOARD#QUALITY,negative
1723,94:02:00,The letter A stopped working after the first week.,KEYBOARD#OPERATION_PERFORMANCE,negative
1724,94:03:00,when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,SUPPORT#QUALITY,negative
1726,94:05:00,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,SUPPORT#QUALITY,negative
1727,94:05:00,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,LAPTOP#QUALITY,negative
1728,94:06:00,they have done absolutely nothing to fix the computer problem.,SUPPORT#QUALITY,negative
1729,94:07:00,they have not sent a new one nor called.,SUPPORT#QUALITY,negative
1731,94:08:00,i spent eight hundred dollars from a giant paper weight that looks good on a bus.,LAPTOP#PRICE,negative
1732,94:09:00,then on top of it all their cusromer service center is in the middle east.,SUPPORT#MISCELLANEOUS,negative
1733,94:10:00,So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,SUPPORT#QUALITY,negative
1734,94:11:00,"Then to make matters worst, there is noone that they can transfer you to.",SUPPORT#QUALITY,negative
1736,96:00:00,I had this computer for one month and had to send it in for repair.,LAPTOP#QUALITY,negative
1737,96:01:00,Got the computer back a month later and it was still broken sent it out again and they repaired it.,SUPPORT#QUALITY,negative
1738,96:02:00,3 weeks went by and the computer keeps crashing and will not open any applications.,SUPPORT#QUALITY,negative
1739,96:03:00,DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,SUPPORT#QUALITY,negative
1740,96:03:00,DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,COMPANY#GENERAL,negative
1741,96:04:00,YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,SUPPORT#QUALITY,negative
1742,96:05:00,COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,LAPTOP#QUALITY,negative
1743,374:00:00,I have had this laptop for a few months now and i would say im pretty satisfied.,LAPTOP#GENERAL,positive
1744,374:01:00,The only problems are the sound isnt very loud I have to wear headphones.,MULTIMEDIA_DEVICES#QUALITY,negative
1745,374:02:00,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,MOUSE#QUALITY,negative
1746,374:02:00,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,SUPPORT#PRICE,negative
1747,374:03:00,That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,SUPPORT#PRICE,negative
1748,374:03:00,That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,SUPPORT#QUALITY,negative
1749,374:04:00,It took a little over 2 weeks until i got it back.,SUPPORT#QUALITY,negative
1750,374:05:00,ANd I babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.,MOUSE#QUALITY,negative
1752,374:07:00,To be honest i think it was faulty equipment or something but idk.,LAPTOP#QUALITY,negative
1753,374:08:00,The graphics are great.,GRAPHICS#GENERAL,positive
1754,374:09:00,The internet speed is spectacular.,LAPTOP#OPERATION_PERFORMANCE,positive
1755,374:09:00,The internet speed is spectacular.,LAPTOP#CONNECTIVITY,positive
1756,374:10:00,The battery life is probably an hour at best.,BATTERY#OPERATION_PERFORMANCE,negative
1757,374:11:00,Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,SOFTWARE#MISCELLANEOUS,negative
1758,374:12:00,I would recommend it just because of the internet speed probably because thats the only thing i really care about.,LAPTOP#OPERATION_PERFORMANCE,positive
1759,374:12:00,I would recommend it just because of the internet speed probably because thats the only thing i really care about.,LAPTOP#CONNECTIVITY,positive
1760,374:13:00,I wish the volume could be louder and the mouse didnt break after only a month.,MULTIMEDIA_DEVICES#QUALITY,negative
1761,374:13:00,I wish the volume could be louder and the mouse didnt break after only a month.,MOUSE#QUALITY,negative
1762,349:00:00,I received this laptop as a gift and let me just tell you that its the worst.,LAPTOP#GENERAL,negative
1763,349:01:00,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,MOTHERBOARD#QUALITY,negative
1764,349:01:00,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,SUPPORT#QUALITY,negative
1765,349:02:00,This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,LAPTOP#MISCELLANEOUS,negative
1766,349:03:00,Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,LAPTOP#MISCELLANEOUS,negative
1767,349:04:00,the whole experiece is horrible so save up and buy a better laptop.,LAPTOP#GENERAL,negative
1768,97:00:00,I bought a HP Pavilion DV4-1222nr laptop and have had so many problems with the computer.,LAPTOP#GENERAL,negative
1769,97:01:00,"The computer is so slow, even after paying staples the extra money to speed it up.",LAPTOP#OPERATION_PERFORMANCE,negative
1770,97:02:00,They said it was a computer error on this type of computer.,LAPTOP#MISCELLANEOUS,negative
1771,97:03:00,"Also, I have alot of trouble with it getting very hot, and not even sitting on anything to make it hot.",LAPTOP#QUALITY,negative
1772,97:04:00,"When the computer has been on for several minutes, it will occasionaly just go off by itself.",LAPTOP#OPERATION_PERFORMANCE,negative
1773,97:05:00,"Also, the battery does not last very long at all.",BATTERY#OPERATION_PERFORMANCE,negative
1774,97:06:00,I would recommend not buying this product.,LAPTOP#GENERAL,negative
1775,97:07:00,I have had no luck with staples or HP to resolve this problem.,SUPPORT#QUALITY,negative
1776,97:08:00,I am stuck with a laptop that I cannot do very much with.,LAPTOP#GENERAL,negative
1777,97:09:00,"Also, I have had alot of trouble with the keys sticking and will not type correctly.",KEYBOARD#OPERATION_PERFORMANCE,negative
1778,97:10:00,"Also, I have had alot of trouble with the shift key to go to other lines.",KEYBOARD#OPERATION_PERFORMANCE,negative
